COUNTRY,COUNTRY_CODE,GHE_CAUSE_TITLE,DEATHS_100K,MAX_DEATHS_100K_BY_CAUSE
Canada,CAN,Poisonings,0.33399289,3.821531654
Canada,CAN,Prostate cancer,12.58949985,26.12583342
Canada,CAN,Protein-energy malnutrition,0.513802787,7.3804624
Canada,CAN,Rabies,0,0.989662475
Canada,CAN,Rheumatic heart disease,1.702766261,9.216484452
Canada,CAN,Rheumatoid arthritis,0.859115131,2.061822582
Canada,CAN,Road injury,5.335429415,35.94117134
Canada,CAN,Schistosomiasis,0,0.271802269
Canada,CAN,Schizophrenia,0.31004318,1.110632972
Canada,CAN,Self-harm,11.80918124,28.57379107
Canada,CAN,Sickle cell disorders and trait,0,0.714383063
Canada,CAN,Skin diseases,1.820248016,4.852255063
Canada,CAN,Stomach cancer,5.817077829,39.74965
Canada,CAN,Stroke,37.84909064,224.311244
Canada,CAN,Sudden infant death syndrome,0.08707807,0.415949106
Canada,CAN,Syphilis,0.010986418,0.796563711
Canada,CAN,Testicular cancer,0.111795062,0.474723326
Canada,CAN,Tetanus,0,1.011867044
Canada,CAN,Thalassaemias,0.00051607,0.213552
Canada,CAN,Thyroid cancer,0.68083656,1.63020353
Canada,CAN,"Trachea, bronchus, lung cancers",55.96657633,68.04376343
Canada,CAN,Trachoma,0,0
Canada,CAN,Trichomoniasis,0,0
Canada,CAN,Trichuriasis,0,0
Canada,CAN,Tuberculosis,0.257521232,33.28549408
Canada,CAN,Uncorrected refractive errors,0,0.000955946
Canada,CAN,Upper respiratory infections,0.115609922,0.190335789
Canada,CAN,Urolithiasis,0,0.969583821
Canada,CAN,Vitamin A deficiency,0,0.000285464
Canada,CAN,Whooping cough,0.001575051,0.810659157
Canada,CAN,Yellow fever,0,0.001927205
China,CHN,Acute hepatitis A,0.004694405,1.639222864
China,CHN,Acute hepatitis B,0.181412397,1.122784026
China,CHN,Acute hepatitis C,0.000260745,4.040365529
China,CHN,Acute hepatitis E,0.005400629,0.062235455
China,CHN,African trypanosomiasis,0,0
China,CHN,Alcohol use disorders,1.32860647,19.18308954
China,CHN,Alzheimer disease and other dementias,21.11424976,145.3140144
China,CHN,Anxiety disorders,0,0.09880832
China,CHN,Appendicitis,0.086810281,0.816449634
China,CHN,Ascariasis,0.000260745,0.002125788
China,CHN,Asthma,1.607272766,14.35347034
China,CHN,Autism and Asperger syndrome,0,0
China,CHN,Back and neck pain,0,1.03728869
China,CHN,Benign prostatic hyperplasia,0,0.698088208
China,CHN,Bipolar disorder,0,0.311177034
China,CHN,Bladder cancer,2.624266267,12.40936062
China,CHN,Brain and nervous system cancers,4.231273926,9.417595403
China,CHN,Breast cancer,6.429548258,23.84548952
China,CHN,"Cardiomyopathy, myocarditis, endocarditis",2.080282484,37.05862761
China,CHN,Cataracts,0,0.00732221
China,CHN,Cervix uteri cancer,3.583532199,7.338243664
China,CHN,Chagas disease,0,2.383743573
China,CHN,Childhood behavioural disorders,0,0
China,CHN,Chlamydia,0.001101328,0.023923492
China,CHN,Chronic obstructive pulmonary disease,67.18036343,67.18036343
China,CHN,Cirrhosis of the liver,10.09632644,33.09986028
China,CHN,Collective violence and legal intervention,0.050915733,1.019280727
China,CHN,Colon and rectum cancers,17.21788745,45.19724642
China,CHN,Congenital anomalies,2.533466067,8.206838102
China,CHN,Corpus uteri cancer,0.815573928,5.700744744
China,CHN,Cysticercosis,0.031720908,0.439060589
China,CHN,Dengue,0,2.940242034
China,CHN,Depressive disorders,0,0
China,CHN,Diabetes mellitus,11.2122201,67.49968832
China,CHN,Diarrhoeal diseases,0.607151476,49.06531406
China,CHN,Diphtheria,0,0.002799253
China,CHN,Drowning,3.674979071,6.632769925
China,CHN,Drug use disorders,1.678201051,22.62752694
China,CHN,Eating disorders,0,0.006330855
China,CHN,Echinococcosis,0.095604881,0.208439794
China,CHN,Encephalitis,0.195613416,3.512892043
China,CHN,Epilepsy,0.782724199,3.696748731
China,CHN,Exposure to mechanical forces,1.930297317,4.659577821
China,CHN,Falls,9.633535077,24.16802
China,CHN,"Fire, heat and hot substances",0.727110828,4.377734097
China,CHN,Food-bourne trematodes,0,0
China,CHN,Gallbladder and biliary diseases,1.052657225,6.079708372
China,CHN,Gallbladder and biliary tract cancer,2.263522532,16.49800858
China,CHN,Gastritis and duodenitis,1.203492828,1.203492828
China,CHN,Genital herpes,0,0
China,CHN,Glaucoma,0,0.026544346
China,CHN,Gonorrhoea,0.006565878,0.076992478
China,CHN,Gout,0,0.124610649
China,CHN,Gynecological diseases,0.050190112,0.266128694
China,CHN,HIV/AIDS,1.991692129,19.99594145
China,CHN,Hookworm disease,0,0
China,CHN,Hypertensive heart disease,20.88558843,49.420361
China,CHN,Idiopathic intellectual disability,0,0.576033465
China,CHN,Infertility,0,0
China,CHN,Inflammatory bowel disease,0.299636747,1.25256749
China,CHN,Interpersonal violence,0.767300218,32.58909698
China,CHN,Iodine deficiency,0,0.014237872
China,CHN,Iron-deficiency anaemia,0,2.757924944
China,CHN,Ischaemic heart disease,122.8652435,385.755838
China,CHN,Kidney cancer,1.592289061,8.667956684
China,CHN,Kidney diseases,13.32103183,38.51489827
China,CHN,Larynx cancer,1.330111454,4.834506081
China,CHN,Leishmaniasis,0,0.20555905
China,CHN,Leprosy,0,0.072004938
China,CHN,Leukaemia,4.026908611,11.45276744
China,CHN,Liver cancer,12.54670755,34.30330752
China,CHN,Lower respiratory infections,12.71190608,85.05912474
China,CHN,Lymphatic filariasis,0,0.000285464
China,CHN,"Lymphomas, multiple myeloma",4.014632051,15.97230104
China,CHN,Macular degeneration,0,0
China,CHN,Malaria,0,0.569457836
China,CHN,Maternal conditions,0.248576928,2.293616954
China,CHN,Measles,0.037747926,0.870560149
China,CHN,Melanoma and other skin cancers,1.358255232,9.201249072
China,CHN,Meningitis,0.38872881,2.439126385
China,CHN,Mesothelioma,0.180038569,4.128487544
China,CHN,Migraine,0,0.013388843
China,CHN,Mouth and oropharynx cancers,3.788986705,9.817201835
China,CHN,Multiple sclerosis,0.111090138,2.74928565
China,CHN,Natural disasters,0.001202169,0.234049368
China,CHN,Neonatal conditions,3.256373492,31.77244941
China,CHN,Non-migraine headache,0,0
China,CHN,Oesophagus cancer,16.83952307,16.83952307
China,CHN,Onchocerciasis,0,0
China,CHN,Oral conditions,0,0.176288737
China,CHN,Osteoarthritis,0,1.97226337
China,CHN,Other hearing loss,0,0.01766805
China,CHN,Other vision loss,0,0
China,CHN,Otitis media,0,0.0647961
China,CHN,Ovary cancer,1.945230888,7.735641458
China,CHN,Pancreas cancer,7.739640027,29.18270486
China,CHN,Pancreatitis,0.699713836,7.795042967
China,CHN,Paralytic ileus and intestinal obstruction,1.009456212,6.023236866
China,CHN,Parkinson disease,4.901431517,15.07710863
China,CHN,Peptic ulcer disease,2.608274758,8.158372951
China,CHN,Poisonings,1.781657498,3.821531654
China,CHN,Prostate cancer,3.538729522,26.12583342
China,CHN,Protein-energy malnutrition,0.892835554,7.3804624
China,CHN,Rabies,0.989662475,0.989662475
China,CHN,Rheumatic heart disease,4.522368534,9.216484452
China,CHN,Rheumatoid arthritis,0.690797715,2.061822582
China,CHN,Road injury,17.36166387,35.94117134
China,CHN,Schistosomiasis,0.021753748,0.271802269
China,CHN,Schizophrenia,0,1.110632972
China,CHN,Self-harm,8.071677676,28.57379107
China,CHN,Sickle cell disorders and trait,0,0.714383063
China,CHN,Skin diseases,0.354242817,4.852255063
China,CHN,Stomach cancer,27.64315787,39.74965
China,CHN,Stroke,141.7108524,224.311244
China,CHN,Sudden infant death syndrome,0.063371376,0.415949106
China,CHN,Syphilis,0.117313164,0.796563711
China,CHN,Testicular cancer,0.077242433,0.474723326
China,CHN,Tetanus,0.025585884,1.011867044
China,CHN,Thalassaemias,0.138286361,0.213552
China,CHN,Thyroid cancer,0.478632498,1.63020353
China,CHN,"Trachea, bronchus, lung cancers",49.54576677,68.04376343
China,CHN,Trachoma,0,0
China,CHN,Trichomoniasis,0,0
China,CHN,Trichuriasis,0,0
China,CHN,Tuberculosis,2.411465988,33.28549408
China,CHN,Uncorrected refractive errors,0,0.000955946
China,CHN,Upper respiratory infections,0.173449743,0.190335789
China,CHN,Urolithiasis,0.166196856,0.969583821
China,CHN,Vitamin A deficiency,0,0.000285464
China,CHN,Whooping cough,0.029469052,0.810659157
China,CHN,Yellow fever,0,0.001927205
France,FRA,Acute hepatitis A,0.058777253,1.639222864
France,FRA,Acute hepatitis B,0.210655731,1.122784026
France,FRA,Acute hepatitis C,0.629641441,4.040365529
France,FRA,Acute hepatitis E,0.032418597,0.062235455
France,FRA,African trypanosomiasis,0,0
France,FRA,Alcohol use disorders,4.904944769,19.18308954
France,FRA,Alzheimer disease and other dementias,81.6169005,145.3140144
France,FRA,Anxiety disorders,0.005608801,0.09880832
France,FRA,Appendicitis,0.129964441,0.816449634
France,FRA,Ascariasis,0,0.002125788
France,FRA,Asthma,1.599186289,14.35347034
France,FRA,Autism and Asperger syndrome,0,0
France,FRA,Back and neck pain,0.572424468,1.03728869
France,FRA,Benign prostatic hyperplasia,0.114852949,0.698088208
France,FRA,Bipolar disorder,0.311177034,0.311177034
France,FRA,Bladder cancer,10.08463626,12.40936062
France,FRA,Brain and nervous system cancers,7.127745889,9.417595403
France,FRA,Breast cancer,23.84548952,23.84548952
France,FRA,"Cardiomyopathy, myocarditis, endocarditis",9.318383253,37.05862761
France,FRA,Cataracts,0.00732221,0.00732221
France,FRA,Cervix uteri cancer,2.414375246,7.338243664
France,FRA,Chagas disease,0,2.383743573
France,FRA,Childhood behavioural disorders,0,0
France,FRA,Chlamydia,0,0.023923492
France,FRA,Chronic obstructive pulmonary disease,27.99064188,67.18036343
France,FRA,Cirrhosis of the liver,11.32478166,33.09986028
France,FRA,Collective violence and legal intervention,0,1.019280727
France,FRA,Colon and rectum cancers,33.5482862,45.19724642
France,FRA,Congenital anomalies,3.087141458,8.206838102
France,FRA,Corpus uteri cancer,4.173999315,5.700744744
France,FRA,Cysticercosis,0,0.439060589
France,FRA,Dengue,0.001096527,2.940242034
France,FRA,Depressive disorders,0,0
France,FRA,Diabetes mellitus,16.75127053,67.49968832
France,FRA,Diarrhoeal diseases,2.769960509,49.06531406
France,FRA,Diphtheria,0,0.002799253
France,FRA,Drowning,1.334209133,6.632769925
France,FRA,Drug use disorders,2.894879521,22.62752694
France,FRA,Eating disorders,0,0.006330855
France,FRA,Echinococcosis,0.040795205,0.208439794
France,FRA,Encephalitis,0.01396299,3.512892043
France,FRA,Epilepsy,2.859455188,3.696748731
France,FRA,Exposure to mechanical forces,0.382154956,4.659577821
France,FRA,Falls,12.72325024,24.16802
France,FRA,"Fire, heat and hot substances",0.615653854,4.377734097
France,FRA,Food-bourne trematodes,0,0
France,FRA,Gallbladder and biliary diseases,3.230260721,6.079708372
France,FRA,Gallbladder and biliary tract cancer,2.117642325,16.49800858
France,FRA,Gastritis and duodenitis,0.06296435,1.203492828
France,FRA,Genital herpes,0,0
France,FRA,Glaucoma,0.00338067,0.026544346
France,FRA,Gonorrhoea,0,0.076992478
France,FRA,Gout,0.061130329,0.124610649
France,FRA,Gynecological diseases,0,0.266128694
France,FRA,HIV/AIDS,0.558580136,19.99594145
France,FRA,Hookworm disease,0,0
France,FRA,Hypertensive heart disease,10.91205844,49.420361
France,FRA,Idiopathic intellectual disability,0.214913828,0.576033465
France,FRA,Infertility,0,0
France,FRA,Inflammatory bowel disease,0.601352329,1.25256749
France,FRA,Interpersonal violence,0.826607584,32.58909698
France,FRA,Iodine deficiency,0,0.014237872
France,FRA,Iron-deficiency anaemia,1.491506701,2.757924944
France,FRA,Ischaemic heart disease,97.00845303,385.755838
France,FRA,Kidney cancer,7.100957438,8.667956684
France,FRA,Kidney diseases,17.61411978,38.51489827
France,FRA,Larynx cancer,1.987558757,4.834506081
France,FRA,Leishmaniasis,0,0.20555905
France,FRA,Leprosy,0,0.072004938
France,FRA,Leukaemia,11.45276744,11.45276744
France,FRA,Liver cancer,14.70033085,34.30330752
France,FRA,Lower respiratory infections,30.35767912,85.05912474
France,FRA,Lymphatic filariasis,0,0.000285464
France,FRA,"Lymphomas, multiple myeloma",15.45549142,15.97230104
France,FRA,Macular degeneration,0,0
France,FRA,Malaria,0,0.569457836
France,FRA,Maternal conditions,0.081999344,2.293616954
France,FRA,Measles,0,0.870560149
France,FRA,Melanoma and other skin cancers,4.995118904,9.201249072
France,FRA,Meningitis,0.2492255,2.439126385
France,FRA,Mesothelioma,1.933206217,4.128487544
France,FRA,Migraine,0,0.013388843
France,FRA,Mouth and oropharynx cancers,7.172307279,9.817201835
France,FRA,Multiple sclerosis,1.158664652,2.74928565
France,FRA,Natural disasters,0,0.234049368
France,FRA,Neonatal conditions,2.410317277,31.77244941
France,FRA,Non-migraine headache,0,0
France,FRA,Oesophagus cancer,7.180878799,16.83952307
France,FRA,Onchocerciasis,0,0
France,FRA,Oral conditions,0.176288737,0.176288737
France,FRA,Osteoarthritis,0.3750536,1.97226337
France,FRA,Other hearing loss,0.004568285,0.01766805
France,FRA,Other vision loss,0,0
France,FRA,Otitis media,0.02176079,0.0647961
France,FRA,Ovary cancer,6.084840674,7.735641458
France,FRA,Pancreas cancer,18.97958504,29.18270486
France,FRA,Pancreatitis,1.620471806,7.795042967
France,FRA,Paralytic ileus and intestinal obstruction,6.023236866,6.023236866
France,FRA,Parkinson disease,11.62696397,15.07710863
France,FRA,Peptic ulcer disease,1.510277741,8.158372951
France,FRA,Poisonings,0.347930118,3.821531654
France,FRA,Prostate cancer,16.69411344,26.12583342
France,FRA,Protein-energy malnutrition,6.460647757,7.3804624
France,FRA,Rabies,0,0.989662475
France,FRA,Rheumatic heart disease,2.11930867,9.216484452
France,FRA,Rheumatoid arthritis,0.650353118,2.061822582
France,FRA,Road injury,5.117043597,35.94117134
France,FRA,Schistosomiasis,0,0.271802269
France,FRA,Schizophrenia,0.995529696,1.110632972
France,FRA,Self-harm,13.7503722,28.57379107
France,FRA,Sickle cell disorders and trait,0.026606509,0.714383063
France,FRA,Skin diseases,2.439418268,4.852255063
France,FRA,Stomach cancer,8.482009783,39.74965
France,FRA,Stroke,55.81682713,224.311244
France,FRA,Sudden infant death syndrome,0.223000797,0.415949106
France,FRA,Syphilis,0.004806438,0.796563711
France,FRA,Testicular cancer,0.181584163,0.474723326
France,FRA,Tetanus,0.00338067,1.011867044
France,FRA,Thalassaemias,0,0.213552
France,FRA,Thyroid cancer,0.751052522,1.63020353
France,FRA,"Trachea, bronchus, lung cancers",54.73978123,68.04376343
France,FRA,Trachoma,0,0
France,FRA,Trichomoniasis,0,0
France,FRA,Trichuriasis,0,0
France,FRA,Tuberculosis,0.662585741,33.28549408
France,FRA,Uncorrected refractive errors,0,0.000955946
France,FRA,Upper respiratory infections,0.071416512,0.190335789
France,FRA,Urolithiasis,0,0.969583821
France,FRA,Vitamin A deficiency,0,0.000285464
France,FRA,Whooping cough,0.003219097,0.810659157
France,FRA,Yellow fever,0,0.001927205
Germany,DEU,Acute hepatitis A,0.152266175,1.639222864
Germany,DEU,Acute hepatitis B,0.223479038,1.122784026
Germany,DEU,Acute hepatitis C,0.606371384,4.040365529
Germany,DEU,Acute hepatitis E,0.047901774,0.062235455
Germany,DEU,African trypanosomiasis,0,0
Germany,DEU,Alcohol use disorders,7.495038495,19.18308954
Germany,DEU,Alzheimer disease and other dementias,61.27266509,145.3140144
Germany,DEU,Anxiety disorders,0,0.09880832
Germany,DEU,Appendicitis,0.145478133,0.816449634
Germany,DEU,Ascariasis,0,0.002125788
Germany,DEU,Asthma,1.106403967,14.35347034
Germany,DEU,Autism and Asperger syndrome,0,0
Germany,DEU,Back and neck pain,1.02675935,1.03728869
Germany,DEU,Benign prostatic hyperplasia,0.348936082,0.698088208
Germany,DEU,Bipolar disorder,0.0357256,0.311177034
Germany,DEU,Bladder cancer,7.416464197,12.40936062
Germany,DEU,Brain and nervous system cancers,8.111722363,9.417595403
Germany,DEU,Breast cancer,22.56657352,23.84548952
Germany,DEU,"Cardiomyopathy, myocarditis, endocarditis",10.64582741,37.05862761
Germany,DEU,Cataracts,0.001019005,0.00732221
Germany,DEU,Cervix uteri cancer,2.551660166,7.338243664
Germany,DEU,Chagas disease,0,2.383743573
Germany,DEU,Childhood behavioural disorders,0,0
Germany,DEU,Chlamydia,0,0.023923492
Germany,DEU,Chronic obstructive pulmonary disease,51.24660027,67.18036343
Germany,DEU,Cirrhosis of the liver,18.19023623,33.09986028
Germany,DEU,Collective violence and legal intervention,0,1.019280727
Germany,DEU,Colon and rectum cancers,31.16505737,45.19724642
Germany,DEU,Congenital anomalies,2.752563122,8.206838102
Germany,DEU,Corpus uteri cancer,2.670556508,5.700744744
Germany,DEU,Cysticercosis,0,0.439060589
Germany,DEU,Dengue,0,2.940242034
Germany,DEU,Depressive disorders,0,0
Germany,DEU,Diabetes mellitus,18.62424073,67.49968832
Germany,DEU,Diarrhoeal diseases,4.58059469,49.06531406
Germany,DEU,Diphtheria,0,0.002799253
Germany,DEU,Drowning,0.561184712,6.632769925
Germany,DEU,Drug use disorders,2.308914336,22.62752694
Germany,DEU,Eating disorders,0,0.006330855
Germany,DEU,Echinococcosis,0.208439794,0.208439794
Germany,DEU,Encephalitis,0.008704458,3.512892043
Germany,DEU,Epilepsy,3.696748731,3.696748731
Germany,DEU,Exposure to mechanical forces,0.488740379,4.659577821
Germany,DEU,Falls,18.34476479,24.16802
Germany,DEU,"Fire, heat and hot substances",0.426002083,4.377734097
Germany,DEU,Food-bourne trematodes,0,0
Germany,DEU,Gallbladder and biliary diseases,3.015224243,6.079708372
Germany,DEU,Gallbladder and biliary tract cancer,4.681137487,16.49800858
Germany,DEU,Gastritis and duodenitis,0.441593588,1.203492828
Germany,DEU,Genital herpes,0,0
Germany,DEU,Glaucoma,0,0.026544346
Germany,DEU,Gonorrhoea,0,0.076992478
Germany,DEU,Gout,0.048989897,0.124610649
Germany,DEU,Gynecological diseases,0,0.266128694
Germany,DEU,HIV/AIDS,0.415136836,19.99594145
Germany,DEU,Hookworm disease,0,0
Germany,DEU,Hypertensive heart disease,32.08208884,49.420361
Germany,DEU,Idiopathic intellectual disability,0.083446694,0.576033465
Germany,DEU,Infertility,0,0
Germany,DEU,Inflammatory bowel disease,0.898983073,1.25256749
Germany,DEU,Interpersonal violence,0.914166897,32.58909698
Germany,DEU,Iodine deficiency,0,0.014237872
Germany,DEU,Iron-deficiency anaemia,1.178739411,2.757924944
Germany,DEU,Ischaemic heart disease,176.0722589,385.755838
Germany,DEU,Kidney cancer,7.000275545,8.667956684
Germany,DEU,Kidney diseases,27.26941674,38.51489827
Germany,DEU,Larynx cancer,1.905612348,4.834506081
Germany,DEU,Leishmaniasis,0,0.20555905
Germany,DEU,Leprosy,0,0.072004938
Germany,DEU,Leukaemia,10.45885071,11.45276744
Germany,DEU,Liver cancer,9.654049063,34.30330752
Germany,DEU,Lower respiratory infections,24.7994855,85.05912474
Germany,DEU,Lymphatic filariasis,0,0.000285464
Germany,DEU,"Lymphomas, multiple myeloma",14.66289899,15.97230104
Germany,DEU,Macular degeneration,0,0
Germany,DEU,Malaria,0,0.569457836
Germany,DEU,Maternal conditions,0.044686208,2.293616954
Germany,DEU,Measles,0,0.870560149
Germany,DEU,Melanoma and other skin cancers,4.84921742,9.201249072
Germany,DEU,Meningitis,0.198859477,2.439126385
Germany,DEU,Mesothelioma,1.852814388,4.128487544
Germany,DEU,Migraine,0,0.013388843
Germany,DEU,Mouth and oropharynx cancers,7.218101554,9.817201835
Germany,DEU,Multiple sclerosis,1.873777966,2.74928565
Germany,DEU,Natural disasters,0,0.234049368
Germany,DEU,Neonatal conditions,1.822107226,31.77244941
Germany,DEU,Non-migraine headache,0,0
Germany,DEU,Oesophagus cancer,7.433881308,16.83952307
Germany,DEU,Onchocerciasis,0,0
Germany,DEU,Oral conditions,0.07526853,0.176288737
Germany,DEU,Osteoarthritis,0.43385758,1.97226337
Germany,DEU,Other hearing loss,0,0.01766805
Germany,DEU,Other vision loss,0,0
Germany,DEU,Otitis media,0.011808495,0.0647961
Germany,DEU,Ovary cancer,6.219283845,7.735641458
Germany,DEU,Pancreas cancer,21.5079185,29.18270486
Germany,DEU,Pancreatitis,2.149116562,7.795042967
Germany,DEU,Paralytic ileus and intestinal obstruction,4.089884797,6.023236866
Germany,DEU,Parkinson disease,15.07710863,15.07710863
Germany,DEU,Peptic ulcer disease,2.582934424,8.158372951
Germany,DEU,Poisonings,0.252380445,3.821531654
Germany,DEU,Prostate cancer,19.74125886,26.12583342
Germany,DEU,Protein-energy malnutrition,0.533058526,7.3804624
Germany,DEU,Rabies,0.023516337,0.989662475
Germany,DEU,Rheumatic heart disease,4.324263428,9.216484452
Germany,DEU,Rheumatoid arthritis,0.652063435,2.061822582
Germany,DEU,Road injury,3.781377992,35.94117134
Germany,DEU,Schistosomiasis,0,0.271802269
Germany,DEU,Schizophrenia,0.469737659,1.110632972
Germany,DEU,Self-harm,12.31020162,28.57379107
Germany,DEU,Sickle cell disorders and trait,0,0.714383063
Germany,DEU,Skin diseases,1.849022416,4.852255063
Germany,DEU,Stomach cancer,11.57109637,39.74965
Germany,DEU,Stroke,59.61320854,224.311244
Germany,DEU,Sudden infant death syndrome,0.131282529,0.415949106
Germany,DEU,Syphilis,0.001019005,0.796563711
Germany,DEU,Testicular cancer,0.221144801,0.474723326
Germany,DEU,Tetanus,0,1.011867044
Germany,DEU,Thalassaemias,0.002834784,0.213552
Germany,DEU,Thyroid cancer,0.854136261,1.63020353
Germany,DEU,"Trachea, bronchus, lung cancers",55.74503062,68.04376343
Germany,DEU,Trachoma,0,0
Germany,DEU,Trichomoniasis,0,0
Germany,DEU,Trichuriasis,0,0
Germany,DEU,Tuberculosis,0.336573439,33.28549408
Germany,DEU,Uncorrected refractive errors,0,0.000955946
Germany,DEU,Upper respiratory infections,0.151947149,0.190335789
Germany,DEU,Urolithiasis,0,0.969583821
Germany,DEU,Vitamin A deficiency,0,0.000285464
Germany,DEU,Whooping cough,0.000995216,0.810659157
Germany,DEU,Yellow fever,0,0.001927205
India,IND,Acute hepatitis A,1.038236465,1.639222864
India,IND,Acute hepatitis B,0.593796673,1.122784026
India,IND,Acute hepatitis C,0.093268165,4.040365529
India,IND,Acute hepatitis E,0.031471234,0.062235455
India,IND,African trypanosomiasis,0,0
India,IND,Alcohol use disorders,1.688826301,19.18308954
India,IND,Alzheimer disease and other dementias,9.262135998,145.3140144
India,IND,Anxiety disorders,0,0.09880832
India,IND,Appendicitis,0.816449634,0.816449634
India,IND,Ascariasis,0.000956739,0.002125788
India,IND,Asthma,14.35347034,14.35347034
India,IND,Autism and Asperger syndrome,0,0
India,IND,Back and neck pain,0,1.03728869
India,IND,Benign prostatic hyperplasia,0,0.698088208
India,IND,Bipolar disorder,0,0.311177034
India,IND,Bladder cancer,1.026276635,12.40936062
India,IND,Brain and nervous system cancers,1.738259649,9.417595403
India,IND,Breast cancer,6.056843342,23.84548952
India,IND,"Cardiomyopathy, myocarditis, endocarditis",0.927262163,37.05862761
India,IND,Cataracts,0,0.00732221
India,IND,Cervix uteri cancer,3.317647064,7.338243664
India,IND,Chagas disease,0,2.383743573
India,IND,Childhood behavioural disorders,0,0
India,IND,Chlamydia,0.023923492,0.023923492
India,IND,Chronic obstructive pulmonary disease,64.38116959,67.18036343
India,IND,Cirrhosis of the liver,19.65302481,33.09986028
India,IND,Collective violence and legal intervention,0.053415896,1.019280727
India,IND,Colon and rectum cancers,5.648844544,45.19724642
India,IND,Congenital anomalies,6.051119354,8.206838102
India,IND,Corpus uteri cancer,0.501898902,5.700744744
India,IND,Cysticercosis,0,0.439060589
India,IND,Dengue,1.284367422,2.940242034
India,IND,Depressive disorders,0,0
India,IND,Diabetes mellitus,19.86684099,67.49968832
India,IND,Diarrhoeal diseases,49.06531406,49.06531406
India,IND,Diphtheria,0,0.002799253
India,IND,Drowning,3.566671038,6.632769925
India,IND,Drug use disorders,0.862740883,22.62752694
India,IND,Eating disorders,0,0.006330855
India,IND,Echinococcosis,0.021757964,0.208439794
India,IND,Encephalitis,3.512892043,3.512892043
India,IND,Epilepsy,2.215503211,3.696748731
India,IND,Exposure to mechanical forces,1.201226329,4.659577821
India,IND,Falls,16.5286199,24.16802
India,IND,"Fire, heat and hot substances",1.703415969,4.377734097
India,IND,Food-bourne trematodes,0,0
India,IND,Gallbladder and biliary diseases,0.551026967,6.079708372
India,IND,Gallbladder and biliary tract cancer,1.989025944,16.49800858
India,IND,Gastritis and duodenitis,0.249132698,1.203492828
India,IND,Genital herpes,0,0
India,IND,Glaucoma,0,0.026544346
India,IND,Gonorrhoea,0.076992478,0.076992478
India,IND,Gout,0,0.124610649
India,IND,Gynecological diseases,0.266128694,0.266128694
India,IND,HIV/AIDS,3.250274894,19.99594145
India,IND,Hookworm disease,0,0
India,IND,Hypertensive heart disease,7.9133012,49.420361
India,IND,Idiopathic intellectual disability,0,0.576033465
India,IND,Infertility,0,0
India,IND,Inflammatory bowel disease,0.295489264,1.25256749
India,IND,Interpersonal violence,3.781018109,32.58909698
India,IND,Iodine deficiency,0,0.014237872
India,IND,Iron-deficiency anaemia,0,2.757924944
India,IND,Ischaemic heart disease,111.2381816,385.755838
India,IND,Kidney cancer,0.629723601,8.667956684
India,IND,Kidney diseases,16.31372899,38.51489827
India,IND,Larynx cancer,2.202829918,4.834506081
India,IND,Leishmaniasis,0.06464302,0.20555905
India,IND,Leprosy,0,0.072004938
India,IND,Leukaemia,2.449772674,11.45276744
India,IND,Liver cancer,2.224231498,34.30330752
India,IND,Lower respiratory infections,28.72080355,85.05912474
India,IND,Lymphatic filariasis,0,0.000285464
India,IND,"Lymphomas, multiple myeloma",2.935875891,15.97230104
India,IND,Macular degeneration,0,0
India,IND,Malaria,0.569457836,0.569457836
India,IND,Maternal conditions,1.896255236,2.293616954
India,IND,Measles,0.870560149,0.870560149
India,IND,Melanoma and other skin cancers,0.365103333,9.201249072
India,IND,Meningitis,2.439126385,2.439126385
India,IND,Mesothelioma,0.167563124,4.128487544
India,IND,Migraine,0,0.013388843
India,IND,Mouth and oropharynx cancers,9.817201835,9.817201835
India,IND,Multiple sclerosis,0.165554453,2.74928565
India,IND,Natural disasters,0.146818467,0.234049368
India,IND,Neonatal conditions,31.77244941,31.77244941
India,IND,Non-migraine headache,0,0
India,IND,Oesophagus cancer,2.844017666,16.83952307
India,IND,Onchocerciasis,0,0
India,IND,Oral conditions,0,0.176288737
India,IND,Osteoarthritis,0,1.97226337
India,IND,Other hearing loss,0,0.01766805
India,IND,Other vision loss,0,0
India,IND,Otitis media,0.000430338,0.0647961
India,IND,Ovary cancer,1.608267483,7.735641458
India,IND,Pancreas cancer,2.40213633,29.18270486
India,IND,Pancreatitis,1.470269059,7.795042967
India,IND,Paralytic ileus and intestinal obstruction,3.726824869,6.023236866
India,IND,Parkinson disease,3.17741676,15.07710863
India,IND,Peptic ulcer disease,4.976472046,8.158372951
India,IND,Poisonings,0.252306913,3.821531654
India,IND,Prostate cancer,2.263539429,26.12583342
India,IND,Protein-energy malnutrition,0.623001181,7.3804624
India,IND,Rabies,0.469194754,0.989662475
India,IND,Rheumatic heart disease,9.216484452,9.216484452
India,IND,Rheumatoid arthritis,0.87083934,2.061822582
India,IND,Road injury,15.56096827,35.94117134
India,IND,Schistosomiasis,0,0.271802269
India,IND,Schizophrenia,0,1.110632972
India,IND,Self-harm,12.68670451,28.57379107
India,IND,Sickle cell disorders and trait,0.18472968,0.714383063
India,IND,Skin diseases,1.305806814,4.852255063
India,IND,Stomach cancer,5.937110386,39.74965
India,IND,Stroke,51.01090415,224.311244
India,IND,Sudden infant death syndrome,0.194938699,0.415949106
India,IND,Syphilis,0.137486865,0.796563711
